time,rho,mean,sd,min,max
284,6,1.58,0.98,-0.50,3.63
285,6,1.24,0.68,-0.17,3.06
286,6,2.01,0.94,0.52,4.44
287,6,1.73,0.84,0.48,4.01
288,6,1.90,0.94,0.38,4.28
289,6,1.70,1.08,0.15,4.20
290,6,1.82,1.15,-0.01,3.78
291,6,1.80,1.06,0.05,3.66
292,6,1.76,1.00,0.07,3.43
293,6,1.97,1.02,0.28,3.64
294,6,2.09,1.15,0.07,3.69
295,6,2.83,1.12,-0.04,4.58
296,6,2.53,1.34,0.04,4.72
297,6,2.79,1.38,0.05,4.78
298,6,3.02,1.34,-0.23,4.76
299,6,2.53,1.54,-0.24,4.48
300,6,3.00,1.55,-0.26,5.23
301,6,3.17,1.32,-0.36,4.76
302,6,3.19,1.10,0.02,4.77
303,6,3.34,1.31,0.16,5.38
304,6,2.64,1.54,-0.20,5.69
305,6,3.02,1.59,-0.22,5.82
306,6,3.29,1.23,0.47,5.90
307,6,2.99,1.24,0.24,5.26
308,6,3.23,1.35,0.27,5.79
309,6,3.25,1.65,0.16,6.43
310,6,3.34,1.66,0.40,6.45
311,6,3.56,1.40,-0.11,6.27
312,6,4.37,0.91,1.96,6.12
313,6,3.81,0.72,2.09,5.15
314,6,3.01,0.92,-0.06,4.85
315,6,2.47,0.99,-0.27,4.06
316,6,2.39,0.86,0.21,3.71
317,6,2.30,1.15,0.19,4.25
318,6,2.52,1.09,0.21,4.51
319,6,2.50,1.36,0.26,4.86
320,6,2.81,1.58,0.19,5.74
321,6,3.03,1.39,0.51,5.48
322,6,2.66,1.20,0.33,5.02
323,6,3.49,1.15,0.96,5.78
324,6,3.77,0.94,1.53,5.98
325,6,2.92,0.99,0.76,4.45
326,6,2.72,1.04,0.70,4.34
327,6,2.10,0.91,0.18,3.71
328,6,1.62,0.84,-0.08,3.34
329,6,1.33,0.68,0.05,3.30
330,6,0.96,0.63,-0.17,2.73
331,6,1.12,0.72,-0.20,2.73
332,6,1.35,0.81,-0.18,3.60
333,6,1.04,0.70,-0.24,3.01
334,6,1.23,0.76,-0.07,3.46
335,6,1.69,0.92,0.04,4.33
336,6,1.67,0.97,-0.08,3.65
337,6,2.29,1.08,0.14,4.26
338,6,2.10,1.35,-0.19,4.33
339,6,2.07,1.61,-0.43,4.27
340,6,1.46,1.42,-0.39,4.08
341,6,1.40,1.53,-0.48,4.34
342,6,0.98,1.02,-0.42,3.70
343,6,1.32,1.10,-0.21,4.08
344,6,1.23,0.99,-0.26,3.75
345,6,0.90,0.79,-0.38,3.24
346,6,0.87,0.67,-0.32,2.46
347,6,0.61,0.62,-0.50,2.19
348,6,1.45,0.85,-0.37,3.14
349,6,2.41,1.34,-0.42,4.51
350,6,1.73,1.00,-0.39,3.89
351,6,2.10,1.27,-0.20,5.44
352,6,1.75,1.24,-0.56,4.53
353,6,1.87,1.13,-0.19,4.04
354,6,1.56,1.04,-0.44,3.47
355,6,1.33,1.02,-0.37,3.29
356,6,1.64,1.35,-0.34,4.38
357,6,1.19,1.13,-0.60,3.32
358,6,1.42,1.49,-0.46,4.02
359,6,1.81,1.73,-0.30,5.15
360,6,1.61,1.30,-0.19,4.20
361,6,1.83,1.62,-0.29,5.22
362,6,2.09,1.69,-0.14,5.48
363,6,1.65,1.37,-0.41,3.82
364,6,1.41,1.31,-0.49,4.41
365,6,1.43,1.17,-0.37,4.57
366,6,1.21,0.70,-0.35,3.03
367,6,1.86,0.99,-0.11,4.15
368,6,1.24,0.79,-0.15,3.13
369,6,1.10,0.71,-0.12,2.70
370,6,1.27,1.02,-0.24,3.51
371,6,0.96,0.58,-0.31,2.11
372,6,1.50,0.86,0.21,3.37
373,6,1.57,0.93,-0.10,3.68
374,6,1.80,1.12,0.04,4.00
375,6,1.67,1.04,-0.05,3.59
376,6,1.48,0.97,-0.14,3.43
377,6,2.24,1.61,-0.03,5.35
378,6,1.88,1.14,-0.30,3.91
379,6,1.31,0.78,-0.35,2.56
380,6,1.39,0.75,-0.34,2.53
381,6,1.62,1.00,-0.28,4.04
382,6,2.24,1.62,-0.25,5.19
383,6,1.96,1.66,-0.25,5.38
384,6,1.61,1.60,-0.41,4.70
385,6,1.56,1.57,-0.50,5.00
386,6,1.68,1.50,-0.51,4.63
387,6,1.73,1.49,-0.31,4.64
388,6,1.46,1.23,-0.24,3.74
389,6,1.45,1.23,-0.11,4.17
390,6,1.47,1.15,-0.25,4.22
391,6,3.90,0.57,2.53,5.45
392,6,3.57,0.64,2.18,5.38
393,6,3.69,0.91,1.79,5.46
394,6,3.74,0.70,2.49,5.31
395,6,3.85,0.65,2.49,5.40
396,6,3.83,0.81,2.03,5.79
397,6,4.01,0.82,2.08,5.98
398,6,3.21,1.27,0.77,5.76
399,6,4.26,0.73,2.67,5.88
400,6,4.51,0.68,3.09,6.12
401,6,4.24,0.66,2.77,5.97
402,6,3.93,0.56,2.45,5.27
403,6,4.01,0.46,3.06,5.25
404,6,4.41,0.54,3.15,5.71
405,6,4.42,0.53,2.88,5.67
406,6,4.42,0.56,3.04,5.78
407,6,4.18,0.91,1.70,5.80
408,6,4.48,0.67,3.04,6.02
409,6,4.49,0.78,2.65,6.24
410,6,4.26,0.61,3.17,5.60
411,6,4.29,0.53,3.19,5.71
412,6,4.16,0.45,2.89,5.35
413,6,4.15,0.34,3.15,5.01
414,6,4.05,0.38,2.98,4.99
415,6,3.82,0.78,1.00,4.95
416,6,3.68,1.02,0.65,4.89
417,6,3.72,0.98,0.67,5.35
418,6,3.40,1.07,0.35,5.25
419,6,3.11,1.14,0.13,5.09
420,6,3.29,1.34,0.01,5.59
421,6,3.31,1.56,0.05,5.92
422,6,3.29,1.81,0.06,6.20
423,6,3.04,1.00,1.09,4.92
424,6,3.80,0.97,2.11,6.01
425,6,3.35,1.06,1.10,6.04
426,6,2.81,1.53,0.33,5.66
427,6,3.12,1.36,0.48,5.90
428,6,3.00,1.46,0.53,5.83
429,6,3.41,1.12,1.20,5.43
430,6,2.54,0.98,0.74,4.29
431,6,2.08,1.10,0.07,4.03
432,6,2.43,1.09,0.06,4.30
433,6,3.27,0.64,1.34,4.36
434,6,3.30,0.84,0.75,4.61
435,6,3.44,1.17,0.74,5.24
436,6,3.41,1.48,0.14,5.64
437,6,3.28,1.38,0.57,5.45
438,6,3.74,1.23,1.06,5.66
439,6,3.19,1.38,0.92,5.56
440,6,3.43,1.17,1.15,5.53
441,6,3.95,1.18,1.91,6.19
442,6,4.05,1.14,2.29,6.36
443,6,3.30,0.86,1.72,5.32
444,6,3.28,1.10,1.01,5.76
445,6,3.45,1.08,1.01,5.70
446,6,3.79,1.07,1.36,5.88
447,6,4.00,1.42,0.26,6.03
448,6,3.97,1.28,0.24,5.90
449,6,3.42,1.26,0.09,5.36
450,6,3.38,1.23,0.31,5.15
451,6,3.46,1.61,0.19,5.50
452,6,3.12,1.65,-0.04,5.25
453,6,3.23,1.75,-0.17,5.52
454,6,3.49,1.67,-0.13,5.69
455,6,3.26,1.67,-0.24,5.64
456,6,3.41,1.59,-0.21,5.69
457,6,3.39,1.59,-0.47,5.46
458,6,3.36,1.78,-0.47,5.75
459,6,4.13,1.24,0.05,5.99
460,6,4.05,1.26,-0.47,5.77
461,6,4.30,0.93,0.56,5.77
462,6,3.64,0.88,0.91,5.13
463,6,3.87,0.82,1.60,5.43
464,6,3.43,0.98,1.01,5.12
465,6,3.98,0.59,2.39,5.27
466,6,3.00,0.77,0.82,4.77
467,6,3.30,0.96,-0.12,4.78
468,6,3.55,1.16,-0.48,5.19
469,6,3.49,0.99,-0.29,4.98
470,6,3.34,0.99,-0.08,5.23
471,6,2.86,1.47,-0.64,4.84
472,6,2.72,1.52,-0.57,4.96
473,6,3.56,1.11,0.02,5.22
474,6,4.12,1.12,0.02,6.26
475,6,3.63,1.54,-0.52,6.46
476,6,2.21,1.26,0.06,4.25
477,6,3.07,1.19,0.40,4.98
478,6,2.42,1.44,-0.38,4.74
479,6,2.36,1.42,-0.44,4.74
480,6,2.59,1.35,-0.10,5.25
481,6,3.74,1.12,1.02,5.77
482,6,3.88,1.05,1.74,6.04
483,6,4.07,1.02,2.00,6.17
484,6,3.55,1.05,1.30,5.67
485,6,3.61,1.21,1.38,6.07
486,6,4.40,0.99,2.09,6.36
487,6,4.22,0.99,1.96,6.31
488,6,3.23,1.13,0.24,5.95
489,6,3.75,0.79,1.30,5.67
490,6,3.89,0.90,1.46,5.45
491,6,3.52,0.71,1.46,5.19
492,6,3.37,0.82,1.44,5.02
493,6,3.91,0.65,2.51,5.29
494,6,3.80,0.83,1.80,5.50
495,6,2.39,1.18,0.35,5.13
496,6,2.66,1.05,0.85,5.03
497,6,2.97,1.03,0.75,5.39
498,6,2.26,1.03,-0.08,4.47
499,6,2.71,1.42,-0.07,5.45
500,6,2.41,1.48,-0.14,5.33
0,7,1.37,1.35,-0.21,4.07
1,7,1.54,1.44,-0.24,4.50
2,7,1.53,1.65,-0.32,4.41
3,7,1.43,1.61,-0.42,4.27
4,7,1.20,1.47,-0.43,4.07
5,7,0.75,1.32,-0.73,3.76
6,7,0.96,1.42,-0.62,3.85
7,7,1.36,1.45,-0.64,4.01
8,7,0.77,1.26,-0.69,3.72
9,7,1.08,1.36,-0.73,3.84
10,7,1.03,1.14,-0.62,3.38
11,7,1.28,0.92,-0.33,3.12
12,7,0.76,1.07,-0.59,2.76
13,7,0.59,0.83,-0.51,2.61
14,7,0.24,0.68,-0.72,2.46
15,7,0.66,0.79,-0.57,2.53
16,7,0.76,0.66,-0.46,2.40
17,7,0.56,0.48,-0.41,1.74
18,7,1.14,0.77,0.21,3.15
19,7,1.84,0.94,0.04,3.71
20,7,2.15,0.77,0.49,3.88
21,7,1.92,0.87,0.11,3.61
22,7,1.64,0.95,-0.09,3.46
23,7,1.53,0.89,-0.08,3.15
24,7,1.55,0.56,0.24,2.71
25,7,2.20,0.63,0.86,3.36
26,7,1.62,0.71,0.28,3.15
27,7,1.83,0.78,0.22,3.44
28,7,1.85,0.92,0.32,3.80
29,7,1.93,0.80,0.24,3.67
30,7,1.99,0.63,0.82,3.38
31,7,2.26,0.97,0.60,4.14
32,7,2.55,1.15,0.41,4.56
33,7,2.55,1.21,0.26,4.61
34,7,1.99,1.22,0.02,4.26
35,7,1.64,1.17,-0.17,4.19
36,7,2.14,1.08,-0.04,4.06
37,7,1.84,1.06,-0.31,3.82
38,7,1.40,0.96,-0.07,3.71
39,7,1.61,1.00,-0.29,3.83
40,7,1.98,1.10,-0.03,4.17
41,7,2.21,1.31,-0.06,4.77
42,7,2.25,1.40,0.07,4.94
43,7,2.38,1.49,0.04,5.14
44,7,2.52,1.28,0.21,4.88
45,7,2.57,1.15,0.36,4.57
46,7,2.93,0.80,1.12,4.54
47,7,2.76,0.71,0.75,4.08
48,7,2.53,0.70,0.70,3.74
49,7,2.38,0.74,0.78,3.55
50,7,2.49,0.62,1.03,3.43
51,7,2.65,0.61,0.79,3.61
52,7,2.67,0.66,0.57,3.49
53,7,2.62,0.60,0.43,3.41
54,7,2.43,0.71,-0.06,3.22
55,7,2.68,0.59,0.93,3.61
56,7,2.86,0.34,1.94,3.64
57,7,2.80,0.33,1.72,3.54
58,7,2.60,0.45,1.49,3.64
59,7,2.67,0.38,1.62,3.48
60,7,2.36,0.57,0.75,3.31
61,7,2.32,0.69,0.62,3.64
62,7,2.09,0.72,0.18,3.31
63,7,1.92,0.73,-0.04,2.95
64,7,2.01,0.83,-0.14,2.94
65,7,2.27,0.63,0.29,3.23
66,7,1.85,0.83,-0.22,3.01
67,7,1.77,0.88,-0.31,2.87
68,7,1.21,0.74,-0.20,2.72
69,7,1.70,0.62,0.22,3.26
70,7,1.77,0.75,0.09,3.74
71,7,1.62,0.72,0.18,3.56
72,7,1.11,0.88,-0.41,2.91
73,7,0.96,1.09,-0.55,2.96
74,7,1.28,0.98,-0.15,2.79
75,7,1.28,0.81,-0.25,3.05
76,7,1.52,0.98,-0.21,3.20
77,7,1.51,0.98,-0.45,3.51
78,7,1.56,0.94,-0.55,3.47
79,7,1.71,0.89,-0.39,3.30
80,7,1.31,0.94,-0.60,2.83
81,7,1.49,1.03,-0.52,3.65
82,7,1.78,0.96,-0.37,3.48
83,7,1.80,1.08,-0.47,3.68
84,7,2.14,0.92,-0.13,3.62
85,7,2.09,1.17,-0.62,4.03
86,7,1.94,1.08,-0.75,4.10
87,7,2.08,1.18,-0.69,4.15
88,7,2.14,1.03,-0.61,3.90
89,7,1.97,1.27,-0.67,4.23
90,7,1.43,1.00,-0.64,3.23
91,7,1.12,0.89,-0.64,3.02
92,7,1.09,0.95,-0.67,3.10
93,7,0.86,0.72,-0.81,2.24
94,7,1.75,1.00,0.43,3.58
95,7,2.50,0.84,1.11,3.99
96,7,2.71,0.95,0.78,4.25
97,7,3.26,1.29,0.59,5.45
98,7,3.34,1.20,0.78,5.45
99,7,3.04,1.13,0.57,4.57
100,7,2.98,1.27,0.20,4.58
101,7,3.04,1.23,0.16,4.45
102,7,3.17,1.15,0.39,4.60
103,7,2.77,1.22,-0.22,4.22
104,7,2.59,1.17,0.06,4.01
105,7,2.21,1.24,0.14,3.93
106,7,2.34,1.28,0.25,4.05
107,7,2.56,1.28,0.21,3.95
108,7,2.23,1.58,-0.06,4.30
109,7,2.12,1.48,-0.16,4.42
110,7,1.72,1.37,-0.17,4.01
111,7,2.20,1.23,-0.36,4.08
112,7,2.19,1.84,-0.47,5.18
113,7,1.98,1.62,-0.38,4.60
114,7,2.34,1.50,-0.09,4.44
115,7,2.58,1.46,0.63,4.69
116,7,3.01,1.45,0.07,4.98
117,7,2.19,1.49,0.24,4.41
118,7,2.51,1.46,0.08,4.43
119,7,2.13,1.54,0.03,4.40
120,7,1.75,1.41,0.29,4.18
121,7,2.13,1.55,-0.01,4.47
122,7,1.55,1.41,-0.18,4.35
123,7,0.61,1.00,-0.56,3.05
124,7,0.37,0.77,-0.59,2.23
125,7,0.45,0.48,-0.29,2.28
126,7,0.31,0.55,-0.58,1.84
127,7,0.40,0.50,-0.39,1.48
128,7,0.44,0.82,-0.63,2.35
129,7,1.55,1.76,-0.63,4.24
130,7,1.39,1.42,-0.82,3.75
131,7,1.67,1.31,-0.68,3.75
132,7,1.62,1.32,-0.76,3.60
133,7,0.74,1.08,-1.08,2.76
134,7,1.76,1.34,-0.42,4.42
135,7,1.51,1.15,-0.60,3.53
136,7,0.93,1.05,-0.62,3.27
137,7,1.55,1.35,-0.39,4.16
138,7,1.30,1.27,-0.53,3.80
139,7,0.84,1.18,-0.53,3.72
140,7,0.95,1.31,-0.63,3.80
141,7,0.97,1.43,-0.79,3.84
142,7,0.89,1.28,-0.72,3.41
143,7,1.13,1.41,-0.79,3.97
144,7,1.40,1.56,-0.65,4.13
145,7,1.88,1.79,-0.59,4.91
146,7,1.57,1.46,-0.20,3.89
147,7,1.74,1.54,-0.31,3.97
148,7,1.94,1.87,-0.34,5.02
149,7,1.12,1.16,-0.34,3.27
150,7,1.09,1.10,-0.44,3.36
151,7,0.96,0.96,-0.69,2.72
152,7,0.86,0.64,-0.27,2.43
153,7,1.18,1.09,-0.24,3.52
154,7,0.94,1.16,-0.60,3.23
155,7,1.45,1.11,-0.34,3.59
156,7,1.11,1.19,-0.45,3.80
157,7,1.34,1.46,-0.28,4.45
158,7,1.86,1.55,-0.25,4.38
159,7,1.58,1.41,-0.32,3.76
160,7,1.14,1.41,-0.49,3.73
161,7,0.80,1.09,-0.60,2.90
162,7,1.27,1.53,-0.48,3.90
163,7,1.10,1.33,-0.46,3.80
164,7,1.06,1.10,-0.53,3.73
165,7,1.29,0.99,-0.41,3.29
166,7,1.33,1.14,-0.74,3.35
167,7,1.77,1.31,-0.31,3.59
168,7,1.66,1.33,-0.59,3.90
169,7,1.52,1.39,-0.70,3.88
170,7,1.59,1.36,-0.31,3.78
171,7,2.62,1.33,-0.33,4.05
172,7,2.48,1.44,-0.16,4.38
173,7,1.74,1.47,-0.53,4.12
174,7,1.94,1.33,-0.22,4.17
175,7,1.97,1.32,-0.13,4.36
176,7,1.45,0.84,-0.05,3.59
177,7,1.97,1.28,0.24,3.97
178,7,2.16,1.40,0.31,4.37
179,7,2.15,1.54,0.13,4.22
180,7,1.83,1.38,0.05,4.27
181,7,0.98,0.98,-0.30,3.10
182,7,0.98,1.26,-0.89,3.46
183,7,0.90,1.41,-0.98,4.17
184,7,1.00,1.35,-0.71,3.90
185,7,0.74,0.86,-0.50,2.62
186,7,1.39,1.45,-0.35,3.85
187,7,1.58,1.48,-0.45,4.41
188,7,1.34,1.30,-0.40,4.34
189,7,1.52,1.64,-0.25,5.41
190,7,0.99,1.33,-0.68,4.59
191,7,1.66,1.71,-0.24,5.54
192,7,1.19,1.36,-0.37,4.33
193,7,0.90,1.27,-0.65,4.40
194,7,0.85,1.25,-0.42,3.84
195,7,0.78,1.27,-0.82,3.93
196,7,0.89,1.44,-0.78,4.31
197,7,1.11,1.63,-0.69,4.23
198,7,1.47,1.73,-0.55,4.42
199,7,0.94,1.13,-0.66,3.49
200,7,0.75,0.94,-0.53,2.72
201,7,0.95,1.13,-0.56,3.44
202,7,0.61,0.73,-0.44,2.50
203,7,1.20,1.32,-0.44,4.17
204,7,1.04,1.35,-0.57,4.14
205,7,1.02,1.21,-0.64,3.40
206,7,1.12,1.28,-0.48,3.90
207,7,1.42,1.87,-0.48,4.80
208,7,1.66,1.81,-0.28,4.75
209,7,1.56,1.74,-0.39,4.35
210,7,1.81,1.82,-0.41,4.53
211,7,2.12,1.62,-0.34,4.67
212,7,2.24,1.52,-0.11,4.69
213,7,2.24,1.76,0.13,4.62
214,7,2.57,1.85,-0.05,4.89
215,7,2.12,1.67,-0.38,4.60
216,7,1.86,1.40,-0.15,4.25
217,7,1.86,1.59,-0.15,4.46
218,7,1.73,1.68,-0.32,4.54
219,7,1.48,1.37,-0.48,3.80
220,7,1.19,1.28,-0.59,3.53
221,7,1.36,1.35,-0.59,3.75
222,7,0.93,0.97,-0.55,2.75
223,7,0.69,0.72,-0.62,2.31
224,7,0.67,0.79,-0.73,2.49
225,7,0.72,0.94,-0.73,3.36
226,7,1.08,1.07,-0.52,3.56
227,7,1.18,0.91,-0.54,2.89
228,7,1.40,1.04,-0.45,3.11
229,7,1.36,1.27,-0.60,3.45
230,7,1.33,1.09,-0.34,3.31
231,7,1.38,1.00,-0.48,3.77
232,7,2.56,1.25,-0.28,4.66
233,7,2.19,1.57,-0.48,4.27
234,7,1.67,1.33,-0.43,3.78
235,7,0.79,0.82,-0.62,2.85
236,7,0.86,1.02,-0.75,3.36
237,7,1.54,1.38,-0.74,3.62
238,7,0.84,1.02,-0.47,2.75
239,7,0.86,1.11,-0.50,3.12
240,7,0.70,0.75,-0.46,2.26
241,7,0.97,0.65,-0.32,2.48
242,7,1.43,0.62,0.07,2.61
243,7,1.44,0.71,-0.11,2.77
244,7,1.37,0.74,-0.16,3.12
245,7,0.93,0.63,-0.30,2.42
246,7,0.63,0.70,-0.60,2.17
247,7,0.72,0.65,-0.57,2.03
248,7,0.19,0.61,-0.79,1.94
249,7,0.59,0.83,-0.59,2.56
250,7,0.70,0.85,-0.51,2.64
251,7,0.67,0.80,-0.63,2.68
252,7,0.94,1.17,-0.48,3.89
253,7,0.98,1.07,-0.60,3.55
254,7,1.13,1.04,-0.54,3.48
255,7,0.88,0.75,-0.52,2.60
256,7,1.17,1.12,-0.46,3.35
257,7,1.67,1.27,-0.61,3.49
258,7,1.37,1.20,-0.52,3.43
259,7,1.09,1.21,-0.39,3.34
260,7,1.31,1.25,-0.14,3.44
261,7,1.37,1.12,-0.05,3.69
262,7,1.07,0.93,-0.08,3.24
263,7,1.22,0.93,-0.10,3.31
264,7,0.82,0.90,-0.44,3.20
265,7,0.59,0.82,-0.59,3.10
266,7,0.46,0.81,-0.58,3.11
267,7,0.91,0.86,-0.40,2.76
268,7,0.55,0.67,-0.52,2.16
269,7,0.61,0.60,-0.42,2.29
270,7,0.40,0.52,-0.42,1.76
271,7,0.50,0.64,-0.45,1.90
272,7,0.68,0.57,-0.18,1.87
273,7,0.96,0.81,0.05,2.90
274,7,0.99,0.92,-0.08,3.00
275,7,1.16,0.90,-0.14,2.89
276,7,1.30,0.80,-0.09,2.71
277,7,1.46,1.06,-0.10,3.66
278,7,1.16,0.90,-0.48,3.00
279,7,0.68,0.69,-0.70,2.18
280,7,0.57,0.56,-0.71,1.82
281,7,0.48,0.64,-0.84,1.49
282,7,0.60,0.69,-0.61,1.84
283,7,0.63,0.71,-0.70,1.68
284,7,0.81,0.92,-0.85,2.40
285,7,0.78,0.70,-0.66,1.93
286,7,1.21,0.63,-0.03,2.40
287,7,1.15,0.68,-0.05,2.44
288,7,1.15,0.77,-0.41,2.57
289,7,0.96,0.90,-0.50,2.81
290,7,1.12,1.15,-0.68,3.06
291,7,1.08,1.14,-0.68,3.13
292,7,1.03,1.07,-0.65,2.89
293,7,1.00,0.98,-0.51,2.63
294,7,0.97,1.11,-0.51,2.91
295,7,1.51,1.24,-0.34,3.47
296,7,1.31,1.16,-0.31,3.23
297,7,1.60,1.34,-0.33,3.51
298,7,1.78,1.57,-0.63,3.84
299,7,1.57,1.49,-0.57,3.62
300,7,1.83,1.64,-0.67,4.20
301,7,1.55,1.58,-0.88,3.84
302,7,1.87,1.45,-0.71,4.01
303,7,1.94,1.58,-0.74,4.23
304,7,1.21,1.49,-0.96,3.99
305,7,1.21,1.53,-0.85,4.21
306,7,1.62,1.42,-0.61,4.16
307,7,1.50,1.39,-0.61,3.90
308,7,1.81,1.46,-0.48,4.36
309,7,1.48,1.43,-0.79,4.11
310,7,1.32,1.25,-0.80,3.82
311,7,1.13,1.19,-0.87,3.47
312,7,1.83,1.05,-0.74,3.69
313,7,2.00,0.94,-0.60,3.54
314,7,1.41,1.17,-0.83,3.51
315,7,1.28,1.27,-1.00,3.20
316,7,1.31,1.18,-0.63,3.27
317,7,1.48,1.32,-0.53,3.44
318,7,1.59,1.27,-0.37,3.42
319,7,1.75,1.44,-0.22,4.00
320,7,1.44,1.28,-0.23,4.05
321,7,1.58,1.22,-0.07,4.00
322,7,1.29,1.18,-0.31,3.77
323,7,2.06,1.15,0.25,4.66
324,7,2.57,1.16,0.31,4.46
325,7,2.05,1.23,0.19,3.86
326,7,1.79,1.42,-0.19,3.76
327,7,1.15,1.21,-0.65,3.32
328,7,0.86,0.93,-0.57,2.67
329,7,0.72,0.77,-0.43,2.41
330,7,0.52,0.67,-0.59,2.15
331,7,0.62,0.86,-0.53,2.66
332,7,0.46,0.63,-0.62,1.89
333,7,0.30,0.50,-0.59,1.42
334,7,0.15,0.44,-0.63,1.14
335,7,0.47,0.73,-0.58,2.10
336,7,0.51,0.88,-0.60,2.74
337,7,0.94,1.24,-0.65,3.64
338,7,1.08,1.41,-0.65,3.71
339,7,1.08,1.49,-0.68,3.65
340,7,0.59,1.18,-0.68,3.17
341,7,0.36,1.09,-0.78,3.37
342,7,-0.01,0.50,-0.75,1.72
343,7,0.18,0.55,-0.67,1.68
344,7,0.39,0.84,-0.75,2.74
345,7,0.24,0.66,-0.77,1.52
346,7,0.27,0.65,-0.82,1.53
347,7,0.05,0.58,-0.92,1.20
348,7,0.62,0.85,-0.79,2.37
349,7,1.26,1.34,-0.86,3.71
350,7,0.67,0.75,-0.74,2.25
351,7,0.82,0.78,-0.60,2.57
352,7,0.59,0.90,-0.93,2.54
353,7,0.95,1.14,-0.48,3.39
354,7,0.78,1.07,-0.79,2.83
355,7,0.59,0.95,-0.81,2.36
356,7,0.85,1.21,-0.82,3.36
357,7,0.54,1.13,-1.02,2.74
358,7,0.67,1.29,-0.88,3.45
359,7,0.66,1.18,-0.75,4.01
360,7,0.52,0.81,-0.60,3.09
361,7,0.74,1.14,-0.74,3.57
362,7,0.93,1.25,-0.74,3.85
363,7,0.80,1.29,-0.74,3.29
364,7,0.30,0.81,-0.78,2.47
365,7,0.37,0.80,-0.81,2.84
366,7,0.41,0.52,-0.62,1.82
367,7,0.69,0.70,-0.59,2.89
368,7,0.58,0.64,-0.49,2.06
369,7,0.51,0.58,-0.52,1.82
370,7,0.68,0.96,-0.74,3.06
371,7,0.37,0.57,-0.81,1.45
372,7,0.83,0.89,-0.50,2.59
373,7,0.78,0.76,-0.61,2.48
374,7,0.79,0.76,-0.51,2.56
375,7,0.73,0.77,-0.61,2.29
376,7,0.73,0.81,-0.56,2.53
377,7,1.06,1.19,-0.63,3.65
378,7,0.82,0.98,-0.69,2.90
379,7,0.48,0.78,-0.79,1.91
380,7,0.65,0.83,-0.78,2.08
381,7,0.77,0.83,-0.66,2.54
382,7,1.50,1.46,-0.57,4.25
383,7,1.19,1.28,-0.49,3.95
384,7,0.83,1.29,-0.65,3.87
385,7,0.58,1.08,-0.80,3.36
386,7,0.57,1.02,-0.74,2.86
387,7,0.69,1.06,-0.55,3.04
388,7,0.54,0.88,-0.48,2.71
389,7,0.77,1.10,-0.46,3.45
390,7,0.86,1.10,-0.67,3.39
391,7,2.75,0.49,1.70,3.75
392,7,2.49,0.50,1.45,3.57
393,7,2.66,0.57,1.53,4.18
394,7,2.65,0.64,1.10,4.11
395,7,2.77,0.65,1.07,3.83
396,7,2.67,0.79,0.88,4.01
397,7,2.55,0.71,1.02,3.79
398,7,1.63,0.82,0.12,3.72
399,7,2.86,0.73,1.08,4.39
400,7,2.98,0.62,1.43,4.25
401,7,2.91,0.66,1.17,4.05
402,7,2.90,0.71,0.96,4.13
403,7,3.07,0.60,1.33,4.04
404,7,3.38,0.56,1.38,4.37
405,7,3.31,0.76,0.31,4.36
406,7,3.28,0.68,0.61,4.34
407,7,2.40,1.22,-0.39,4.18
408,7,2.95,0.83,0.31,4.24
409,7,2.83,0.84,0.68,4.41
410,7,2.80,0.70,0.54,3.91
411,7,3.05,0.66,1.11,4.31
412,7,2.88,0.98,0.32,4.12
413,7,3.01,0.87,0.28,4.15
414,7,2.62,1.15,-0.06,3.89
415,7,2.39,1.41,-0.30,4.00
416,7,2.15,1.50,-0.45,4.14
417,7,2.20,1.43,-0.44,4.18
418,7,1.84,1.33,-0.48,3.74
419,7,1.58,1.31,-0.55,3.75
420,7,2.01,1.57,-0.51,4.33
421,7,1.79,1.47,-0.40,4.45
422,7,2.13,1.57,-0.17,5.01
423,7,2.25,0.80,0.22,3.93
424,7,2.66,0.77,1.21,4.68
425,7,2.55,1.03,0.32,4.51
426,7,1.78,1.46,-0.15,3.90
427,7,1.80,1.22,-0.23,3.98
428,7,1.82,1.18,-0.07,3.94
429,7,2.31,0.94,0.62,3.98
430,7,1.50,0.98,-0.09,3.26
431,7,1.12,1.09,-0.46,3.09
432,7,1.46,1.28,-0.48,3.48
433,7,1.96,1.11,-0.17,3.69
434,7,2.02,1.25,-0.39,3.75
435,7,2.26,1.40,-0.10,4.17
436,7,2.28,1.52,-0.61,4.32
437,7,2.21,1.45,-0.28,4.33
438,7,2.50,1.42,-0.21,4.39
439,7,1.86,1.15,-0.32,3.94
440,7,2.01,1.03,-0.24,3.83
441,7,2.55,1.01,0.26,4.68
442,7,2.70,0.95,0.32,4.67
443,7,2.26,0.88,0.04,3.71
444,7,2.23,1.23,-0.43,3.98
445,7,2.36,1.15,-0.28,4.15
446,7,2.59,1.22,-0.10,4.52
447,7,2.47,1.67,-0.53,4.92
448,7,2.17,1.66,-0.57,4.75
449,7,1.60,1.39,-0.72,4.08
450,7,1.53,1.36,-0.68,4.19
451,7,1.66,1.63,-0.64,4.47
452,7,1.55,1.64,-0.68,4.55
453,7,1.72,1.68,-0.57,4.73
454,7,2.11,1.75,-0.68,4.69
455,7,1.60,1.57,-0.77,4.55
456,7,1.45,1.62,-0.95,4.45
457,7,1.58,1.76,-0.99,4.54
458,7,1.56,1.85,-1.02,4.54
